ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980590411	 	3.3.1
USER	Login Test - Carga Pico	161	START	1759980600784	1759980600784
USER	Login Test - Carga Normal	151	START	1759980600784	1759980600784
REQUEST	134		Login Request	1759980600414	1759980600794	OK	 
USER	Login Test - Carga Normal	134	END	1759980600414	1759980600796
REQUEST	157		Login Request	1759980600489	1759980600821	OK	 
USER	Login Test - Carga Pico	157	END	1759980600488	1759980600823
USER	Login Test - Carga Pico	162	START	1759980600844	1759980600844
REQUEST	149		Login Request	1759980600537	1759980600878	OK	 
USER	Login Test - Carga Normal	149	END	1759980600536	1759980600880
REQUEST	158		Login Request	1759980600554	1759980600886	OK	 
USER	Login Test - Carga Pico	158	END	1759980600554	1759980600887
USER	Login Test - Carga Normal	152	START	1759980600922	1759980600922
USER	Login Test - Carga Pico	163	START	1759980600924	1759980600924
REQUEST	159		Login Request	1759980600629	1759980600927	OK	 
USER	Login Test - Carga Pico	159	END	1759980600628	1759980600929
USER	Login Test - Carga Pico	164	START	1759980600986	1759980600986
REQUEST	160		Login Request	1759980600694	1759980600990	OK	 
USER	Login Test - Carga Pico	160	END	1759980600694	1759980600991
USER	Login Test - Carga Normal	153	START	1759980601034	1759980601034
USER	Login Test - Carga Pico	165	START	1759980601061	1759980601061
REQUEST	150		Login Request	1759980600664	1759980601113	OK	 
USER	Login Test - Carga Normal	150	END	1759980600664	1759980601115
REQUEST	161		Login Request	1759980600785	1759980601117	OK	 
USER	Login Test - Carga Pico	161	END	1759980600784	1759980601118
REQUEST	151		Login Request	1759980600785	1759980601123	OK	 
USER	Login Test - Carga Pico	166	START	1759980601124	1759980601124
USER	Login Test - Carga Normal	151	END	1759980600784	1759980601125
REQUEST	162		Login Request	1759980600845	1759980601144	OK	 
USER	Login Test - Carga Pico	162	END	1759980600844	1759980601146
USER	Login Test - Carga Normal	154	START	1759980601167	1759980601167
USER	Login Test - Carga Pico	167	START	1759980601197	1759980601197
REQUEST	152		Login Request	1759980600923	1759980601265	OK	 
USER	Login Test - Carga Normal	152	END	1759980600922	1759980601266
REQUEST	163		Login Request	1759980600925	1759980601269	OK	 
USER	Login Test - Carga Pico	163	END	1759980600924	1759980601270
USER	Login Test - Carga Pico	168	START	1759980601274	1759980601274
USER	Login Test - Carga Normal	155	START	1759980601290	1759980601290
REQUEST	164		Login Request	1759980600987	1759980601322	OK	 
USER	Login Test - Carga Pico	164	END	1759980600986	1759980601323
USER	Login Test - Carga Pico	169	START	1759980601352	1759980601352
REQUEST	153		Login Request	1759980601035	1759980601387	OK	 
USER	Login Test - Carga Normal	153	END	1759980601034	1759980601388
USER	Login Test - Carga Pico	170	START	1759980601414	1759980601414
USER	Login Test - Carga Normal	156	START	1759980601414	1759980601414
REQUEST	166		Login Request	1759980601125	1759980601429	OK	 
USER	Login Test - Carga Pico	166	END	1759980601124	1759980601430
REQUEST	165		Login Request	1759980601062	1759980601449	OK	 
USER	Login Test - Carga Pico	165	END	1759980601061	1759980601450
USER	Login Test - Carga Pico	179	START	1759980601464	1759980601464
REQUEST	167		Login Request	1759980601199	1759980601500	OK	 
USER	Login Test - Carga Pico	167	END	1759980601197	1759980601501
USER	Login Test - Carga Normal	171	START	1759980601524	1759980601524
USER	Login Test - Carga Pico	180	START	1759980601539	1759980601539
REQUEST	154		Login Request	1759980601169	1759980601543	OK	 
USER	Login Test - Carga Normal	154	END	1759980601167	1759980601544
REQUEST	168		Login Request	1759980601275	1759980601574	OK	 
USER	Login Test - Carga Pico	168	END	1759980601274	1759980601575
REQUEST	155		Login Request	1759980601291	1759980601582	OK	 
USER	Login Test - Carga Normal	155	END	1759980601290	1759980601583
USER	Login Test - Carga Pico	181	START	1759980601602	1759980601602
USER	Login Test - Carga Normal	172	START	1759980601649	1759980601649
USER	Login Test - Carga Pico	182	START	1759980601665	1759980601665
USER	Login Test - Carga Pico	183	START	1759980601741	1759980601741
REQUEST	169		Login Request	1759980601353	1759980601743	OK	 
USER	Login Test - Carga Pico	169	END	1759980601352	1759980601745
REQUEST	170		Login Request	1759980601415	1759980601774	OK	 
USER	Login Test - Carga Normal	173	START	1759980601774	1759980601774
USER	Login Test - Carga Pico	170	END	1759980601414	1759980601776
USER	Login Test - Carga Pico	184	START	1759980601803	1759980601803
REQUEST	156		Login Request	1759980601415	1759980601816	OK	 
USER	Login Test - Carga Normal	156	END	1759980601414	1759980601817
REQUEST	179		Login Request	1759980601464	1759980601858	OK	 
REQUEST	171		Login Request	1759980601524	1759980601858	OK	 
USER	Login Test - Carga Pico	179	END	1759980601464	1759980601860
USER	Login Test - Carga Normal	171	END	1759980601524	1759980601860
USER	Login Test - Carga Pico	185	START	1759980601865	1759980601865
USER	Login Test - Carga Normal	174	START	1759980601895	1759980601895
REQUEST	180		Login Request	1759980601540	1759980601904	OK	 
USER	Login Test - Carga Pico	180	END	1759980601539	1759980601905
USER	Login Test - Carga Pico	186	START	1759980601942	1759980601942
REQUEST	172		Login Request	1759980601650	1759980601977	OK	 
USER	Login Test - Carga Normal	172	END	1759980601649	1759980601978
USER	Login Test - Carga Pico	187	START	1759980602003	1759980602003
REQUEST	181		Login Request	1759980601603	1759980602015	OK	 
USER	Login Test - Carga Pico	181	END	1759980601602	1759980602016
USER	Login Test - Carga Normal	175	START	1759980602024	1759980602024
USER	Login Test - Carga Pico	188	START	1759980602065	1759980602065
REQUEST	182		Login Request	1759980601665	1759980602070	OK	 
USER	Login Test - Carga Pico	182	END	1759980601665	1759980602071
REQUEST	184		Login Request	1759980601804	1759980602102	OK	 
USER	Login Test - Carga Pico	184	END	1759980601803	1759980602103
REQUEST	173		Login Request	1759980601775	1759980602120	OK	 
USER	Login Test - Carga Normal	173	END	1759980601774	1759980602122
USER	Login Test - Carga Pico	189	START	1759980602142	1759980602142
USER	Login Test - Carga Normal	176	START	1759980602144	1759980602144
REQUEST	183		Login Request	1759980601742	1759980602160	OK	 
USER	Login Test - Carga Pico	183	END	1759980601741	1759980602161
USER	Login Test - Carga Pico	190	START	1759980602203	1759980602203
REQUEST	185		Login Request	1759980601866	1759980602210	OK	 
USER	Login Test - Carga Pico	185	END	1759980601865	1759980602211
REQUEST	186		Login Request	1759980601943	1759980602245	OK	 
USER	Login Test - Carga Pico	186	END	1759980601942	1759980602246
USER	Login Test - Carga Pico	191	START	1759980602264	1759980602264
USER	Login Test - Carga Normal	177	START	1759980602279	1759980602279
USER	Login Test - Carga Pico	192	START	1759980602341	1759980602341
REQUEST	187		Login Request	1759980602004	1759980602347	OK	 
USER	Login Test - Carga Pico	187	END	1759980602003	1759980602349
USER	Login Test - Carga Normal	178	START	1759980602402	1759980602402
USER	Login Test - Carga Pico	193	START	1759980602402	1759980602402
REQUEST	188		Login Request	1759980602066	1759980602406	OK	 
USER	Login Test - Carga Pico	188	END	1759980602065	1759980602408
REQUEST	175		Login Request	1759980602024	1759980602419	OK	 
USER	Login Test - Carga Normal	175	END	1759980602024	1759980602421
REQUEST	176		Login Request	1759980602144	1759980602439	OK	 
USER	Login Test - Carga Normal	176	END	1759980602144	1759980602440
REQUEST	174		Login Request	1759980601896	1759980602458	OK	 
USER	Login Test - Carga Normal	174	END	1759980601895	1759980602459
USER	Login Test - Carga Pico	203	START	1759980602484	1759980602484
USER	Login Test - Carga Normal	194	START	1759980602514	1759980602514
REQUEST	189		Login Request	1759980602143	1759980602532	OK	 
USER	Login Test - Carga Pico	189	END	1759980602142	1759980602533
USER	Login Test - Carga Pico	204	START	1759980602544	1759980602544
REQUEST	190		Login Request	1759980602204	1759980602590	OK	 
REQUEST	191		Login Request	1759980602265	1759980602590	OK	 
USER	Login Test - Carga Pico	190	END	1759980602203	1759980602591
USER	Login Test - Carga Pico	191	END	1759980602264	1759980602591
USER	Login Test - Carga Pico	205	START	1759980602620	1759980602620
REQUEST	192		Login Request	1759980602342	1759980602632	OK	 
USER	Login Test - Carga Pico	192	END	1759980602341	1759980602634
USER	Login Test - Carga Normal	195	START	1759980602636	1759980602636
REQUEST	177		Login Request	1759980602280	1759980602671	OK	 
USER	Login Test - Carga Normal	177	END	1759980602279	1759980602673
USER	Login Test - Carga Pico	206	START	1759980602684	1759980602684
REQUEST	193		Login Request	1759980602403	1759980602697	OK	 
REQUEST	178		Login Request	1759980602403	1759980602697	OK	 
USER	Login Test - Carga Pico	193	END	1759980602402	1759980602699
USER	Login Test - Carga Normal	178	END	1759980602402	1759980602699
USER	Login Test - Carga Normal	196	START	1759980602744	1759980602744
USER	Login Test - Carga Pico	207	START	1759980602744	1759980602744
USER	Login Test - Carga Pico	208	START	1759980602817	1759980602817
REQUEST	204		Login Request	1759980602545	1759980602836	OK	 
USER	Login Test - Carga Pico	204	END	1759980602544	1759980602838
REQUEST	203		Login Request	1759980602485	1759980602840	OK	 
USER	Login Test - Carga Pico	203	END	1759980602484	1759980602841
REQUEST	194		Login Request	1759980602514	1759980602858	OK	 
USER	Login Test - Carga Normal	194	END	1759980602514	1759980602859
USER	Login Test - Carga Normal	197	START	1759980602864	1759980602864
USER	Login Test - Carga Pico	209	START	1759980602884	1759980602884
USER	Login Test - Carga Pico	210	START	1759980602944	1759980602944
REQUEST	195		Login Request	1759980602637	1759980602973	OK	 
USER	Login Test - Carga Normal	195	END	1759980602636	1759980602974
USER	Login Test - Carga Normal	198	START	1759980602974	1759980602974
REQUEST	205		Login Request	1759980602622	1759980602995	OK	 
USER	Login Test - Carga Pico	205	END	1759980602620	1759980602996
USER	Login Test - Carga Pico	211	START	1759980603021	1759980603021
REQUEST	206		Login Request	1759980602684	1759980603063	OK	 
USER	Login Test - Carga Pico	206	END	1759980602684	1759980603064
USER	Login Test - Carga Normal	199	START	1759980603084	1759980603084
USER	Login Test - Carga Pico	212	START	1759980603084	1759980603084
REQUEST	196		Login Request	1759980602744	1759980603091	OK	 
USER	Login Test - Carga Normal	196	END	1759980602744	1759980603092
REQUEST	207		Login Request	1759980602744	1759980603138	OK	 
USER	Login Test - Carga Pico	207	END	1759980602744	1759980603138
USER	Login Test - Carga Pico	213	START	1759980603144	1759980603144
REQUEST	208		Login Request	1759980602818	1759980603165	OK	 
USER	Login Test - Carga Pico	208	END	1759980602817	1759980603166
USER	Login Test - Carga Normal	200	START	1759980603194	1759980603194
USER	Login Test - Carga Pico	214	START	1759980603221	1759980603221
REQUEST	210		Login Request	1759980602944	1759980603234	OK	 
USER	Login Test - Carga Pico	210	END	1759980602944	1759980603235
REQUEST	197		Login Request	1759980602865	1759980603247	OK	 
USER	Login Test - Carga Normal	197	END	1759980602864	1759980603248
REQUEST	209		Login Request	1759980602884	1759980603281	OK	 
USER	Login Test - Carga Pico	209	END	1759980602884	1759980603282
USER	Login Test - Carga Pico	215	START	1759980603284	1759980603284
REQUEST	198		Login Request	1759980602974	1759980603306	OK	 
USER	Login Test - Carga Normal	198	END	1759980602974	1759980603307
USER	Login Test - Carga Normal	201	START	1759980603314	1759980603314
USER	Login Test - Carga Pico	216	START	1759980603344	1759980603344
REQUEST	211		Login Request	1759980603022	1759980603366	OK	 
USER	Login Test - Carga Pico	211	END	1759980603021	1759980603367
REQUEST	212		Login Request	1759980603084	1759980603418	OK	 
USER	Login Test - Carga Pico	212	END	1759980603084	1759980603420
REQUEST	199		Login Request	1759980603084	1759980603420	OK	 
USER	Login Test - Carga Normal	202	START	1759980603421	1759980603421
USER	Login Test - Carga Pico	217	START	1759980603421	1759980603421
USER	Login Test - Carga Normal	199	END	1759980603084	1759980603421
USER	Login Test - Carga Pico	227	START	1759980603467	1759980603467
REQUEST	213		Login Request	1759980603144	1759980603492	OK	 
USER	Login Test - Carga Pico	213	END	1759980603144	1759980603493
USER	Login Test - Carga Normal	218	START	1759980603514	1759980603514
REQUEST	214		Login Request	1759980603222	1759980603522	OK	 
USER	Login Test - Carga Pico	214	END	1759980603221	1759980603523
USER	Login Test - Carga Pico	228	START	1759980603529	1759980603529
REQUEST	200		Login Request	1759980603194	1759980603536	OK	 
USER	Login Test - Carga Normal	200	END	1759980603194	1759980603537
USER	Login Test - Carga Pico	229	START	1759980603590	1759980603590
USER	Login Test - Carga Normal	219	START	1759980603624	1759980603624
REQUEST	215		Login Request	1759980603284	1759980603625	OK	 
USER	Login Test - Carga Pico	215	END	1759980603284	1759980603627
USER	Login Test - Carga Pico	230	START	1759980603652	1759980603652
USER	Login Test - Carga Pico	231	START	1759980603715	1759980603715
USER	Login Test - Carga Normal	220	START	1759980603734	1759980603734
REQUEST	216		Login Request	1759980603345	1759980603736	OK	 
USER	Login Test - Carga Pico	216	END	1759980603344	1759980603738
USER	Login Test - Carga Pico	232	START	1759980603777	1759980603777
REQUEST	217		Login Request	1759980603422	1759980603798	OK	 
USER	Login Test - Carga Pico	217	END	1759980603421	1759980603799
REQUEST	202		Login Request	1759980603422	1759980603801	OK	 
USER	Login Test - Carga Normal	202	END	1759980603421	1759980603802
REQUEST	227		Login Request	1759980603468	1759980603806	OK	 
REQUEST	201		Login Request	1759980603315	1759980603807	OK	 
USER	Login Test - Carga Pico	227	END	1759980603467	1759980603807
USER	Login Test - Carga Normal	201	END	1759980603314	1759980603808
USER	Login Test - Carga Pico	233	START	1759980603838	1759980603838
USER	Login Test - Carga Normal	221	START	1759980603853	1759980603853
REQUEST	218		Login Request	1759980603514	1759980603857	OK	 
USER	Login Test - Carga Normal	218	END	1759980603514	1759980603858
USER	Login Test - Carga Pico	234	START	1759980603899	1759980603899
REQUEST	228		Login Request	1759980603530	1759980603932	OK	 
USER	Login Test - Carga Pico	228	END	1759980603529	1759980603932
USER	Login Test - Carga Normal	222	START	1759980603961	1759980603961
REQUEST	230		Login Request	1759980603654	1759980603962	OK	 
USER	Login Test - Carga Pico	230	END	1759980603652	1759980603963
USER	Login Test - Carga Pico	235	START	1759980603964	1759980603964
REQUEST	229		Login Request	1759980603591	1759980603974	OK	 
USER	Login Test - Carga Pico	229	END	1759980603590	1759980603975
USER	Login Test - Carga Pico	236	START	1759980604024	1759980604024
REQUEST	219		Login Request	1759980603625	1759980604033	OK	 
USER	Login Test - Carga Normal	219	END	1759980603624	1759980604034
REQUEST	220		Login Request	1759980603734	1759980604054	OK	 
USER	Login Test - Carga Normal	220	END	1759980603734	1759980604055
REQUEST	231		Login Request	1759980603716	1759980604064	OK	 
USER	Login Test - Carga Pico	231	END	1759980603715	1759980604065
USER	Login Test - Carga Normal	223	START	1759980604070	1759980604070
USER	Login Test - Carga Pico	237	START	1759980604086	1759980604086
REQUEST	221		Login Request	1759980603854	1759980604132	OK	 
USER	Login Test - Carga Normal	221	END	1759980603853	1759980604134
USER	Login Test - Carga Pico	238	START	1759980604148	1759980604148
REQUEST	232		Login Request	1759980603778	1759980604156	OK	 
USER	Login Test - Carga Pico	232	END	1759980603777	1759980604157
REQUEST	233		Login Request	1759980603839	1759980604166	OK	 
USER	Login Test - Carga Pico	233	END	1759980603838	1759980604168
USER	Login Test - Carga Normal	224	START	1759980604177	1759980604177
USER	Login Test - Carga Pico	239	START	1759980604223	1759980604223
USER	Login Test - Carga Pico	240	START	1759980604274	1759980604274
USER	Login Test - Carga Normal	225	START	1759980604284	1759980604284
REQUEST	234		Login Request	1759980603900	1759980604290	OK	 
USER	Login Test - Carga Pico	234	END	1759980603899	1759980604291
REQUEST	235		Login Request	1759980603965	1759980604292	OK	 
REQUEST	222		Login Request	1759980603961	1759980604292	OK	 
USER	Login Test - Carga Pico	235	END	1759980603964	1759980604293
USER	Login Test - Carga Normal	222	END	1759980603961	1759980604293
USER	Login Test - Carga Pico	241	START	1759980604334	1759980604334
REQUEST	236		Login Request	1759980604024	1759980604356	OK	 
USER	Login Test - Carga Pico	236	END	1759980604024	1759980604357
USER	Login Test - Carga Normal	226	START	1759980604394	1759980604394
USER	Login Test - Carga Pico	242	START	1759980604394	1759980604394
REQUEST	223		Login Request	1759980604071	1759980604409	OK	 
USER	Login Test - Carga Normal	223	END	1759980604070	1759980604410
REQUEST	237		Login Request	1759980604087	1759980604420	OK	 
USER	Login Test - Carga Pico	237	END	1759980604086	1759980604422
USER	Login Test - Carga Pico	252	START	1759980604483	1759980604483
REQUEST	238		Login Request	1759980604148	1759980604501	OK	 
USER	Login Test - Carga Pico	238	END	1759980604148	1759980604501
REQUEST	224		Login Request	1759980604178	1759980604515	OK	 
USER	Login Test - Carga Normal	224	END	1759980604177	1759980604516
USER	Login Test - Carga Normal	243	START	1759980604530	1759980604530
USER	Login Test - Carga Pico	253	START	1759980604534	1759980604534
REQUEST	240		Login Request	1759980604274	1759980604602	OK	 
USER	Login Test - Carga Pico	240	END	1759980604274	1759980604603
USER	Login Test - Carga Pico	254	START	1759980604607	1759980604607
REQUEST	241		Login Request	1759980604334	1759980604630	OK	 
USER	Login Test - Carga Pico	241	END	1759980604334	1759980604631
REQUEST	225		Login Request	1759980604285	1759980604631	OK	 
USER	Login Test - Carga Normal	225	END	1759980604284	1759980604632
USER	Login Test - Carga Normal	244	START	1759980604638	1759980604638
USER	Login Test - Carga Pico	255	START	1759980604668	1759980604668
REQUEST	242		Login Request	1759980604395	1759980604676	OK	 
USER	Login Test - Carga Pico	242	END	1759980604394	1759980604677
REQUEST	226		Login Request	1759980604395	1759980604728	OK	 
USER	Login Test - Carga Normal	226	END	1759980604394	1759980604729
USER	Login Test - Carga Pico	256	START	1759980604730	1759980604730
USER	Login Test - Carga Normal	245	START	1759980604747	1759980604747
REQUEST	252		Login Request	1759980604484	1759980604774	OK	 
USER	Login Test - Carga Pico	252	END	1759980604483	1759980604775
USER	Login Test - Carga Pico	257	START	1759980604793	1759980604793
USER	Login Test - Carga Pico	258	START	1759980604854	1759980604854
USER	Login Test - Carga Normal	246	START	1759980604854	1759980604854
REQUEST	243		Login Request	1759980604531	1759980604868	OK	 
USER	Login Test - Carga Normal	243	END	1759980604530	1759980604869
REQUEST	253		Login Request	1759980604535	1759980604873	OK	 
USER	Login Test - Carga Pico	253	END	1759980604534	1759980604874
USER	Login Test - Carga Pico	259	START	1759980604914	1759980604914
REQUEST	254		Login Request	1759980604608	1759980604945	OK	 
USER	Login Test - Carga Pico	254	END	1759980604607	1759980604946
REQUEST	244		Login Request	1759980604639	1759980604973	OK	 
USER	Login Test - Carga Normal	244	END	1759980604638	1759980604974
USER	Login Test - Carga Pico	260	START	1759980604977	1759980604977
USER	Login Test - Carga Normal	247	START	1759980604977	1759980604977
REQUEST	255		Login Request	1759980604669	1759980605014	OK	 
USER	Login Test - Carga Pico	255	END	1759980604668	1759980605015
USER	Login Test - Carga Pico	261	START	1759980605039	1759980605039
REQUEST	256		Login Request	1759980604731	1759980605078	OK	 
USER	Login Test - Carga Pico	256	END	1759980604730	1759980605079
REQUEST	245		Login Request	1759980604748	1759980605083	OK	 
USER	Login Test - Carga Normal	245	END	1759980604747	1759980605084
USER	Login Test - Carga Normal	248	START	1759980605085	1759980605085
USER	Login Test - Carga Pico	262	START	1759980605104	1759980605104
USER	Login Test - Carga Pico	263	START	1759980605164	1759980605164
USER	Login Test - Carga Normal	249	START	1759980605194	1759980605194
REQUEST	257		Login Request	1759980604794	1759980605197	OK	 
USER	Login Test - Carga Pico	257	END	1759980604793	1759980605198
REQUEST	258		Login Request	1759980604855	1759980605209	OK	 
USER	Login Test - Carga Pico	258	END	1759980604854	1759980605212
USER	Login Test - Carga Pico	264	START	1759980605224	1759980605224
REQUEST	246		Login Request	1759980604855	1759980605236	OK	 
USER	Login Test - Carga Normal	246	END	1759980604854	1759980605237
REQUEST	259		Login Request	1759980604916	1759980605251	OK	 
USER	Login Test - Carga Pico	259	END	1759980604914	1759980605252
USER	Login Test - Carga Pico	265	START	1759980605284	1759980605284
USER	Login Test - Carga Normal	250	START	1759980605314	1759980605314
USER	Login Test - Carga Pico	266	START	1759980605361	1759980605361
REQUEST	247		Login Request	1759980604978	1759980605363	OK	 
USER	Login Test - Carga Normal	247	END	1759980604977	1759980605364
USER	Login Test - Carga Pico	267	START	1759980605423	1759980605423
USER	Login Test - Carga Normal	251	START	1759980605423	1759980605423
REQUEST	260		Login Request	1759980604978	1759980605423	OK	 
USER	Login Test - Carga Pico	260	END	1759980604977	1759980605424
REQUEST	261		Login Request	1759980605041	1759980605425	OK	 
USER	Login Test - Carga Pico	261	END	1759980605039	1759980605427
REQUEST	262		Login Request	1759980605104	1759980605454	OK	 
USER	Login Test - Carga Pico	262	END	1759980605104	1759980605456
REQUEST	248		Login Request	1759980605087	1759980605469	OK	 
USER	Login Test - Carga Normal	248	END	1759980605085	1759980605470
USER	Login Test - Carga Pico	277	START	1759980605474	1759980605474
REQUEST	263		Login Request	1759980605164	1759980605498	OK	 
USER	Login Test - Carga Pico	263	END	1759980605164	1759980605499
USER	Login Test - Carga Normal	268	START	1759980605531	1759980605531
USER	Login Test - Carga Pico	278	START	1759980605535	1759980605535
REQUEST	264		Login Request	1759980605224	1759980605563	OK	 
USER	Login Test - Carga Pico	264	END	1759980605224	1759980605565
REQUEST	249		Login Request	1759980605194	1759980605585	OK	 
USER	Login Test - Carga Normal	249	END	1759980605194	1759980605586
USER	Login Test - Carga Pico	279	START	1759980605594	1759980605594
REQUEST	265		Login Request	1759980605284	1759980605628	OK	 
USER	Login Test - Carga Pico	265	END	1759980605284	1759980605628
USER	Login Test - Carga Normal	269	START	1759980605640	1759980605640
REQUEST	266		Login Request	1759980605362	1759980605655	OK	 
USER	Login Test - Carga Pico	280	START	1759980605656	1759980605656
USER	Login Test - Carga Pico	266	END	1759980605361	1759980605657
REQUEST	250		Login Request	1759980605315	1759980605657	OK	 
USER	Login Test - Carga Normal	250	END	1759980605314	1759980605659
USER	Login Test - Carga Pico	281	START	1759980605718	1759980605718
USER	Login Test - Carga Normal	270	START	1759980605749	1759980605749
REQUEST	277		Login Request	1759980605474	1759980605762	OK	 
REQUEST	251		Login Request	1759980605423	1759980605762	OK	 
USER	Login Test - Carga Normal	251	END	1759980605423	1759980605763
USER	Login Test - Carga Pico	277	END	1759980605474	1759980605763
USER	Login Test - Carga Pico	282	START	1759980605765	1759980605765
REQUEST	267		Login Request	1759980605423	1759980605807	OK	 
USER	Login Test - Carga Pico	267	END	1759980605423	1759980605808
USER	Login Test - Carga Pico	283	START	1759980605827	1759980605827
USER	Login Test - Carga Normal	271	START	1759980605864	1759980605864
REQUEST	268		Login Request	1759980605532	1759980605868	OK	 
USER	Login Test - Carga Normal	268	END	1759980605531	1759980605869
REQUEST	278		Login Request	1759980605537	1759980605885	OK	 
USER	Login Test - Carga Pico	278	END	1759980605535	1759980605887
USER	Login Test - Carga Pico	284	START	1759980605889	1759980605889
REQUEST	279		Login Request	1759980605594	1759980605942	OK	 
USER	Login Test - Carga Pico	279	END	1759980605594	1759980605944
USER	Login Test - Carga Pico	285	START	1759980605954	1759980605954
REQUEST	280		Login Request	1759980605657	1759980605954	OK	 
USER	Login Test - Carga Pico	280	END	1759980605656	1759980605956
USER	Login Test - Carga Normal	272	START	1759980605974	1759980605974
REQUEST	269		Login Request	1759980605641	1759980605981	OK	 
USER	Login Test - Carga Normal	269	END	1759980605640	1759980605982
USER	Login Test - Carga Pico	286	START	1759980606004	1759980606004
USER	Login Test - Carga Pico	287	START	1759980606064	1759980606064
REQUEST	281		Login Request	1759980605719	1759980606074	OK	 
USER	Login Test - Carga Pico	281	END	1759980605718	1759980606074
REQUEST	270		Login Request	1759980605749	1759980606089	OK	 
USER	Login Test - Carga Normal	270	END	1759980605749	1759980606089
USER	Login Test - Carga Normal	273	START	1759980606093	1759980606093
REQUEST	282		Login Request	1759980605766	1759980606106	OK	 
USER	Login Test - Carga Pico	282	END	1759980605765	1759980606107
USER	Login Test - Carga Pico	288	START	1759980606124	1759980606124
REQUEST	283		Login Request	1759980605829	1759980606124	OK	 
USER	Login Test - Carga Pico	283	END	1759980605827	1759980606126
USER	Login Test - Carga Pico	289	START	1759980606185	1759980606185
USER	Login Test - Carga Normal	274	START	1759980606200	1759980606200
USER	Login Test - Carga Pico	290	START	1759980606234	1759980606234
REQUEST	271		Login Request	1759980605865	1759980606242	OK	 
USER	Login Test - Carga Normal	271	END	1759980605864	1759980606243
REQUEST	285		Login Request	1759980605954	1759980606257	OK	 
USER	Login Test - Carga Pico	285	END	1759980605954	1759980606258
REQUEST	284		Login Request	1759980605891	1759980606271	OK	 
USER	Login Test - Carga Pico	284	END	1759980605889	1759980606272
USER	Login Test - Carga Pico	291	START	1759980606294	1759980606294
USER	Login Test - Carga Normal	275	START	1759980606309	1759980606309
REQUEST	272		Login Request	1759980605975	1759980606322	OK	 
USER	Login Test - Carga Normal	272	END	1759980605974	1759980606322
USER	Login Test - Carga Pico	292	START	1759980606355	1759980606355
REQUEST	287		Login Request	1759980606064	1759980606362	OK	 
USER	Login Test - Carga Pico	287	END	1759980606064	1759980606363
REQUEST	286		Login Request	1759980606004	1759980606391	OK	 
USER	Login Test - Carga Pico	286	END	1759980606004	1759980606392
USER	Login Test - Carga Pico	293	START	1759980606417	1759980606417
USER	Login Test - Carga Normal	276	START	1759980606417	1759980606417
REQUEST	288		Login Request	1759980606124	1759980606460	OK	 
USER	Login Test - Carga Pico	288	END	1759980606124	1759980606461
REQUEST	273		Login Request	1759980606094	1759980606468	OK	 
USER	Login Test - Carga Normal	273	END	1759980606093	1759980606468
USER	Login Test - Carga Pico	304	START	1759980606478	1759980606478
USER	Login Test - Carga Normal	294	START	1759980606514	1759980606514
USER	Login Test - Carga Pico	305	START	1759980606525	1759980606525
REQUEST	289		Login Request	1759980606186	1759980606533	OK	 
USER	Login Test - Carga Pico	289	END	1759980606185	1759980606534
REQUEST	274		Login Request	1759980606201	1759980606552	OK	 
USER	Login Test - Carga Normal	274	END	1759980606200	1759980606553
REQUEST	290		Login Request	1759980606234	1759980606569	OK	 
USER	Login Test - Carga Pico	290	END	1759980606234	1759980606570
USER	Login Test - Carga Pico	306	START	1759980606587	1759980606587
REQUEST	275		Login Request	1759980606310	1759980606608	OK	 
USER	Login Test - Carga Normal	275	END	1759980606309	1759980606609
USER	Login Test - Carga Normal	295	START	1759980606617	1759980606617
USER	Login Test - Carga Pico	307	START	1759980606647	1759980606647
REQUEST	292		Login Request	1759980606356	1759980606655	OK	 
USER	Login Test - Carga Pico	292	END	1759980606355	1759980606656
REQUEST	291		Login Request	1759980606295	1759980606681	OK	 
USER	Login Test - Carga Pico	291	END	1759980606294	1759980606682
USER	Login Test - Carga Pico	308	START	1759980606709	1759980606709
USER	Login Test - Carga Normal	296	START	1759980606714	1759980606714
USER	Login Test - Carga Pico	309	START	1759980606769	1759980606769
REQUEST	293		Login Request	1759980606418	1759980606788	OK	 
REQUEST	276		Login Request	1759980606418	1759980606788	OK	 
USER	Login Test - Carga Normal	276	END	1759980606417	1759980606789
USER	Login Test - Carga Pico	293	END	1759980606417	1759980606789
USER	Login Test - Carga Normal	297	START	1759980606815	1759980606815
REQUEST	304		Login Request	1759980606478	1759980606821	OK	 
USER	Login Test - Carga Pico	304	END	1759980606478	1759980606822
USER	Login Test - Carga Pico	310	START	1759980606831	1759980606831
REQUEST	305		Login Request	1759980606526	1759980606858	OK	 
USER	Login Test - Carga Pico	305	END	1759980606525	1759980606859
REQUEST	294		Login Request	1759980606514	1759980606891	OK	 
USER	Login Test - Carga Normal	294	END	1759980606514	1759980606892
USER	Login Test - Carga Pico	311	START	1759980606893	1759980606893
USER	Login Test - Carga Normal	298	START	1759980606924	1759980606924
USER	Login Test - Carga Pico	312	START	1759980606944	1759980606944
REQUEST	306		Login Request	1759980606588	1759980606983	OK	 
USER	Login Test - Carga Pico	306	END	1759980606587	1759980606984
REQUEST	295		Login Request	1759980606619	1759980606985	OK	 
