ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980590411	 	3.3.1
USER	Login Test - Carga Normal	724	END	1759980620415	1759980620799
USER	Login Test - Carga Normal	749	END	1759980620464	1759980620799
USER	Login Test - Carga Normal	754	START	1759980620804	1759980620804
USER	Login Test - Carga Pico	773	START	1759980620814	1759980620814
REQUEST	750		Login Request	1759980620538	1759980620824	OK	 
USER	Login Test - Carga Normal	750	END	1759980620537	1759980620824
REQUEST	765		Login Request	1759980620492	1759980620828	OK	 
USER	Login Test - Carga Pico	765	END	1759980620491	1759980620829
REQUEST	764		Login Request	1759980620446	1759980620830	OK	 
USER	Login Test - Carga Pico	764	END	1759980620446	1759980620831
REQUEST	766		Login Request	1759980620524	1759980620855	OK	 
USER	Login Test - Carga Pico	766	END	1759980620524	1759980620856
USER	Login Test - Carga Pico	774	START	1759980620859	1759980620859
USER	Login Test - Carga Normal	755	START	1759980620864	1759980620864
USER	Login Test - Carga Pico	775	START	1759980620894	1759980620894
REQUEST	767		Login Request	1759980620568	1759980620911	OK	 
USER	Login Test - Carga Pico	767	END	1759980620568	1759980620912
USER	Login Test - Carga Normal	756	START	1759980620936	1759980620936
USER	Login Test - Carga Pico	776	START	1759980620952	1759980620952
REQUEST	751		Login Request	1759980620614	1759980620952	OK	 
USER	Login Test - Carga Normal	751	END	1759980620613	1759980620953
REQUEST	768		Login Request	1759980620614	1759980620954	OK	 
USER	Login Test - Carga Pico	768	END	1759980620613	1759980620955
USER	Login Test - Carga Pico	777	START	1759980620984	1759980620984
USER	Login Test - Carga Normal	757	START	1759980621004	1759980621004
USER	Login Test - Carga Pico	778	START	1759980621029	1759980621029
REQUEST	769		Login Request	1759980620645	1759980621040	OK	 
USER	Login Test - Carga Pico	769	END	1759980620644	1759980621040
REQUEST	752		Login Request	1759980620664	1759980621043	OK	 
USER	Login Test - Carga Normal	752	END	1759980620664	1759980621044
USER	Login Test - Carga Pico	779	START	1759980621064	1759980621064
USER	Login Test - Carga Normal	758	START	1759980621064	1759980621064
REQUEST	770		Login Request	1759980620694	1759980621079	OK	 
USER	Login Test - Carga Pico	770	END	1759980620694	1759980621079
REQUEST	753		Login Request	1759980620739	1759980621089	OK	 
USER	Login Test - Carga Normal	753	END	1759980620738	1759980621090
USER	Login Test - Carga Pico	780	START	1759980621105	1759980621105
REQUEST	771		Login Request	1759980620738	1759980621118	OK	 
USER	Login Test - Carga Pico	771	END	1759980620738	1759980621118
USER	Login Test - Carga Normal	759	START	1759980621136	1759980621136
REQUEST	754		Login Request	1759980620804	1759980621148	OK	 
USER	Login Test - Carga Normal	754	END	1759980620804	1759980621149
USER	Login Test - Carga Pico	781	START	1759980621152	1759980621152
REQUEST	772		Login Request	1759980620784	1759980621171	OK	 
USER	Login Test - Carga Pico	772	END	1759980620784	1759980621172
REQUEST	773		Login Request	1759980620815	1759980621186	OK	 
USER	Login Test - Carga Pico	773	END	1759980620814	1759980621187
REQUEST	755		Login Request	1759980620864	1759980621198	OK	 
USER	Login Test - Carga Normal	755	END	1759980620864	1759980621199
USER	Login Test - Carga Pico	782	START	1759980621198	1759980621198
USER	Login Test - Carga Normal	760	START	1759980621214	1759980621214
USER	Login Test - Carga Pico	783	START	1759980621244	1759980621244
REQUEST	774		Login Request	1759980620859	1759980621261	OK	 
USER	Login Test - Carga Pico	774	END	1759980620859	1759980621262
USER	Login Test - Carga Normal	761	START	1759980621264	1759980621264
REQUEST	775		Login Request	1759980620894	1759980621273	OK	 
USER	Login Test - Carga Pico	775	END	1759980620894	1759980621274
USER	Login Test - Carga Pico	784	START	1759980621274	1759980621274
USER	Login Test - Carga Pico	785	START	1759980621320	1759980621320
REQUEST	777		Login Request	1759980620984	1759980621324	OK	 
USER	Login Test - Carga Pico	777	END	1759980620984	1759980621325
REQUEST	776		Login Request	1759980620952	1759980621333	OK	 
USER	Login Test - Carga Pico	776	END	1759980620952	1759980621334
REQUEST	756		Login Request	1759980620936	1759980621334	OK	 
USER	Login Test - Carga Normal	756	END	1759980620936	1759980621335
USER	Login Test - Carga Normal	762	START	1759980621335	1759980621335
REQUEST	757		Login Request	1759980621004	1759980621343	OK	 
USER	Login Test - Carga Normal	757	END	1759980621004	1759980621345
USER	Login Test - Carga Pico	786	START	1759980621354	1759980621354
REQUEST	778		Login Request	1759980621030	1759980621367	OK	 
USER	Login Test - Carga Pico	778	END	1759980621029	1759980621367
REQUEST	780		Login Request	1759980621106	1759980621398	OK	 
USER	Login Test - Carga Pico	787	START	1759980621398	1759980621398
USER	Login Test - Carga Pico	780	END	1759980621105	1759980621399
REQUEST	779		Login Request	1759980621064	1759980621405	OK	 
USER	Login Test - Carga Pico	779	END	1759980621064	1759980621406
USER	Login Test - Carga Normal	763	START	1759980621413	1759980621413
REQUEST	758		Login Request	1759980621064	1759980621442	OK	 
USER	Login Test - Carga Normal	758	END	1759980621064	1759980621443
USER	Login Test - Carga Pico	802	START	1759980621460	1759980621460
USER	Login Test - Carga Normal	788	START	1759980621464	1759980621464
REQUEST	781		Login Request	1759980621152	1759980621484	OK	 
USER	Login Test - Carga Pico	781	END	1759980621152	1759980621484
USER	Login Test - Carga Pico	803	START	1759980621494	1759980621494
REQUEST	759		Login Request	1759980621137	1759980621515	OK	 
USER	Login Test - Carga Normal	759	END	1759980621136	1759980621515
USER	Login Test - Carga Pico	804	START	1759980621538	1759980621538
USER	Login Test - Carga Normal	789	START	1759980621538	1759980621538
USER	Login Test - Carga Pico	805	START	1759980621574	1759980621574
REQUEST	782		Login Request	1759980621199	1759980621587	OK	 
USER	Login Test - Carga Pico	782	END	1759980621198	1759980621588
USER	Login Test - Carga Normal	790	START	1759980621599	1759980621599
REQUEST	783		Login Request	1759980621245	1759980621603	OK	 
USER	Login Test - Carga Pico	783	END	1759980621244	1759980621604
REQUEST	784		Login Request	1759980621274	1759980621609	OK	 
USER	Login Test - Carga Pico	784	END	1759980621274	1759980621610
USER	Login Test - Carga Pico	806	START	1759980621614	1759980621614
REQUEST	760		Login Request	1759980621214	1759980621632	OK	 
USER	Login Test - Carga Normal	760	END	1759980621214	1759980621633
USER	Login Test - Carga Pico	807	START	1759980621661	1759980621661
USER	Login Test - Carga Normal	791	START	1759980621664	1759980621664
REQUEST	761		Login Request	1759980621264	1759980621671	OK	 
USER	Login Test - Carga Normal	761	END	1759980621264	1759980621672
REQUEST	785		Login Request	1759980621321	1759980621689	OK	 
USER	Login Test - Carga Pico	785	END	1759980621320	1759980621690
USER	Login Test - Carga Pico	808	START	1759980621694	1759980621694
REQUEST	787		Login Request	1759980621399	1759980621706	OK	 
USER	Login Test - Carga Pico	787	END	1759980621398	1759980621707
REQUEST	762		Login Request	1759980621336	1759980621717	OK	 
REQUEST	786		Login Request	1759980621354	1759980621717	OK	 
USER	Login Test - Carga Pico	786	END	1759980621354	1759980621718
USER	Login Test - Carga Normal	762	END	1759980621335	1759980621718
REQUEST	763		Login Request	1759980621414	1759980621720	OK	 
USER	Login Test - Carga Normal	763	END	1759980621413	1759980621720
USER	Login Test - Carga Pico	809	START	1759980621739	1759980621739
USER	Login Test - Carga Normal	792	START	1759980621739	1759980621739
REQUEST	802		Login Request	1759980621460	1759980621772	OK	 
USER	Login Test - Carga Pico	802	END	1759980621460	1759980621772
USER	Login Test - Carga Pico	810	START	1759980621774	1759980621774
USER	Login Test - Carga Normal	793	START	1759980621801	1759980621801
REQUEST	788		Login Request	1759980621464	1759980621812	OK	 
USER	Login Test - Carga Normal	788	END	1759980621464	1759980621812
USER	Login Test - Carga Pico	811	START	1759980621816	1759980621816
REQUEST	804		Login Request	1759980621539	1759980621821	OK	 
USER	Login Test - Carga Pico	804	END	1759980621538	1759980621821
REQUEST	601		Login Request	1759980616383	1759980621852	OK	 
USER	Login Test - Carga Pico	601	END	1759980616383	1759980621853
USER	Login Test - Carga Pico	812	START	1759980621863	1759980621863
USER	Login Test - Carga Normal	794	START	1759980621864	1759980621864
REQUEST	803		Login Request	1759980621494	1759980621870	OK	 
USER	Login Test - Carga Pico	803	END	1759980621494	1759980621871
REQUEST	805		Login Request	1759980621574	1759980621886	OK	 
USER	Login Test - Carga Pico	805	END	1759980621574	1759980621886
USER	Login Test - Carga Pico	813	START	1759980621894	1759980621894
REQUEST	806		Login Request	1759980621615	1759980621900	OK	 
USER	Login Test - Carga Pico	806	END	1759980621614	1759980621901
REQUEST	789		Login Request	1759980621539	1759980621924	OK	 
USER	Login Test - Carga Normal	789	END	1759980621538	1759980621925
REQUEST	790		Login Request	1759980621600	1759980621938	OK	 
USER	Login Test - Carga Normal	790	END	1759980621599	1759980621938
USER	Login Test - Carga Normal	795	START	1759980621939	1759980621939
USER	Login Test - Carga Pico	814	START	1759980621939	1759980621939
USER	Login Test - Carga Pico	815	START	1759980621974	1759980621974
REQUEST	791		Login Request	1759980621664	1759980621995	OK	 
USER	Login Test - Carga Normal	791	END	1759980621664	1759980621995
USER	Login Test - Carga Normal	796	START	1759980622001	1759980622001
REQUEST	807		Login Request	1759980621661	1759980622003	OK	 
USER	Login Test - Carga Pico	807	END	1759980621661	1759980622003
REQUEST	809		Login Request	1759980621739	1759980622009	OK	 
USER	Login Test - Carga Pico	809	END	1759980621739	1759980622010
USER	Login Test - Carga Pico	816	START	1759980622016	1759980622016
REQUEST	810		Login Request	1759980621774	1759980622055	OK	 
USER	Login Test - Carga Pico	810	END	1759980621774	1759980622056
USER	Login Test - Carga Pico	817	START	1759980622062	1759980622062
USER	Login Test - Carga Normal	797	START	1759980622064	1759980622064
REQUEST	792		Login Request	1759980621739	1759980622065	OK	 
USER	Login Test - Carga Normal	792	END	1759980621739	1759980622065
REQUEST	808		Login Request	1759980621694	1759980622079	OK	 
USER	Login Test - Carga Pico	808	END	1759980621694	1759980622080
USER	Login Test - Carga Pico	818	START	1759980622094	1759980622094
REQUEST	793		Login Request	1759980621802	1759980622104	OK	 
USER	Login Test - Carga Normal	793	END	1759980621801	1759980622104
REQUEST	811		Login Request	1759980621817	1759980622133	OK	 
USER	Login Test - Carga Pico	811	END	1759980621816	1759980622134
USER	Login Test - Carga Pico	819	START	1759980622139	1759980622139
USER	Login Test - Carga Normal	798	START	1759980622139	1759980622139
USER	Login Test - Carga Pico	820	START	1759980622174	1759980622174
USER	Login Test - Carga Normal	799	START	1759980622203	1759980622203
USER	Login Test - Carga Pico	821	START	1759980622218	1759980622218
REQUEST	794		Login Request	1759980621864	1759980622222	OK	 
USER	Login Test - Carga Normal	794	END	1759980621864	1759980622222
REQUEST	812		Login Request	1759980621864	1759980622224	OK	 
USER	Login Test - Carga Pico	812	END	1759980621863	1759980622225
USER	Login Test - Carga Pico	822	START	1759980622254	1759980622254
USER	Login Test - Carga Normal	800	START	1759980622265	1759980622265
REQUEST	813		Login Request	1759980621894	1759980622291	OK	 
USER	Login Test - Carga Pico	813	END	1759980621894	1759980622292
REQUEST	795		Login Request	1759980621939	1759980622293	OK	 
USER	Login Test - Carga Normal	795	END	1759980621939	1759980622293
REQUEST	814		Login Request	1759980621939	1759980622294	OK	 
USER	Login Test - Carga Pico	814	END	1759980621939	1759980622294
USER	Login Test - Carga Pico	823	START	1759980622295	1759980622295
REQUEST	796		Login Request	1759980622002	1759980622327	OK	 
USER	Login Test - Carga Normal	796	END	1759980622001	1759980622327
USER	Login Test - Carga Pico	824	START	1759980622340	1759980622340
REQUEST	815		Login Request	1759980621974	1759980622350	OK	 
USER	Login Test - Carga Pico	815	END	1759980621974	1759980622350
USER	Login Test - Carga Normal	801	START	1759980622357	1759980622357
USER	Login Test - Carga Pico	825	START	1759980622374	1759980622374
REQUEST	818		Login Request	1759980622094	1759980622380	OK	 
USER	Login Test - Carga Pico	818	END	1759980622094	1759980622381
REQUEST	816		Login Request	1759980622017	1759980622422	OK	 
USER	Login Test - Carga Pico	816	END	1759980622016	1759980622422
REQUEST	797		Login Request	1759980622064	1759980622430	OK	 
USER	Login Test - Carga Normal	797	END	1759980622064	1759980622430
REQUEST	819		Login Request	1759980622139	1759980622432	OK	 
USER	Login Test - Carga Pico	819	END	1759980622139	1759980622433
REQUEST	817		Login Request	1759980622062	1759980622458	OK	 
USER	Login Test - Carga Pico	817	END	1759980622062	1759980622458
REQUEST	798		Login Request	1759980622139	1759980622473	OK	 
USER	Login Test - Carga Normal	798	END	1759980622139	1759980622474
REQUEST	820		Login Request	1759980622174	1759980622503	OK	 
USER	Login Test - Carga Pico	820	END	1759980622174	1759980622504
REQUEST	822		Login Request	1759980622254	1759980622551	OK	 
USER	Login Test - Carga Pico	822	END	1759980622254	1759980622552
REQUEST	800		Login Request	1759980622265	1759980622604	OK	 
REQUEST	821		Login Request	1759980622218	1759980622604	OK	 
USER	Login Test - Carga Pico	821	END	1759980622218	1759980622604
USER	Login Test - Carga Normal	800	END	1759980622265	1759980622605
REQUEST	823		Login Request	1759980622296	1759980622662	OK	 
USER	Login Test - Carga Pico	823	END	1759980622295	1759980622662
REQUEST	825		Login Request	1759980622374	1759980622666	OK	 
USER	Login Test - Carga Pico	825	END	1759980622374	1759980622667
REQUEST	801		Login Request	1759980622357	1759980622697	OK	 
USER	Login Test - Carga Normal	801	END	1759980622357	1759980622698
REQUEST	824		Login Request	1759980622341	1759980622745	OK	 
USER	Login Test - Carga Pico	824	END	1759980622340	1759980622746
REQUEST	799		Login Request	1759980622203	1759980622832	OK	 
USER	Login Test - Carga Normal	799	END	1759980622203	1759980622833
