ASSERTION	AAEDAAECAQAAAAAAAHCnQA==
ASSERTION	AAEDAAEEAAAAAAAAwFdAAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAMCAAAAAAAAwFhA
RUN	parabank.AccountStatementsTest	accountstatementstest	1759981929683	 	3.3.1
USER	Account Statements Test - 200 Usuarios Simultáneos	1569	END	1759982012326	1759982013988
REQUEST	1596		Login Request	1759982013676	1759982014023	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1603	START	1759982014033	1759982014033
REQUEST	1570		Get Account Statement Request	1759982013891	1759982014034	OK	 
REQUEST	1572		Get Account Statement Request	1759982013907	1759982014034	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1572	END	1759982012477	1759982014035
USER	Account Statements Test - 200 Usuarios Simultáneos	1570	END	1759982012384	1759982014035
REQUEST	1571		Get Account Statement Request	1759982013926	1759982014069	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1571	END	1759982012431	1759982014069
REQUEST	1598		Login Request	1759982013784	1759982014074	OK	 
REQUEST	1584		Get Accounts Request	1759982013939	1759982014075	OK	 
REQUEST	1583		Get Accounts Request	1759982013923	1759982014077	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1604	START	1759982014080	1759982014080
REQUEST	1597		Login Request	1759982013736	1759982014121	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1605	START	1759982014127	1759982014127
REQUEST	1573		Get Account Statement Request	1759982014018	1759982014158	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1573	END	1759982012526	1759982014159
REQUEST	1586		Get Accounts Request	1759982014034	1759982014174	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1606	START	1759982014176	1759982014176
REQUEST	1585		Get Accounts Request	1759982014034	1759982014190	OK	 
REQUEST	1599		Login Request	1759982013829	1759982014212	OK	 
REQUEST	1574		Get Account Statement Request	1759982014080	1759982014222	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1574	END	1759982012583	1759982014223
USER	Account Statements Test - 200 Usuarios Simultáneos	1607	START	1759982014235	1759982014235
REQUEST	1576		Get Account Statement Request	1759982014127	1759982014258	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1576	END	1759982012676	1759982014259
REQUEST	1587		Get Accounts Request	1759982014116	1759982014269	OK	 
REQUEST	1600		Login Request	1759982013876	1759982014269	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1608	START	1759982014281	1759982014281
REQUEST	1590		Get Accounts Request	1759982014176	1759982014308	OK	 
REQUEST	1601		Login Request	1759982013927	1759982014311	OK	 
REQUEST	1589		Get Accounts Request	1759982014176	1759982014320	OK	 
REQUEST	1603		Login Request	1759982014034	1759982014324	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1609	START	1759982014327	1759982014327
REQUEST	1588		Get Accounts Request	1759982014176	1759982014331	OK	 
REQUEST	1577		Get Account Statement Request	1759982014220	1759982014365	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1577	END	1759982012726	1759982014366
REQUEST	1602		Login Request	1759982013986	1759982014368	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1610	START	1759982014376	1759982014376
REQUEST	1575		Get Account Statement Request	1759982014266	1759982014411	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1575	END	1759982012630	1759982014411
REQUEST	1579		Get Account Statement Request	1759982014281	1759982014413	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1579	END	1759982012831	1759982014414
REQUEST	1604		Login Request	1759982014080	1759982014418	OK	 
REQUEST	1592		Get Accounts Request	1759982014281	1759982014418	OK	 
REQUEST	1578		Get Account Statement Request	1759982014281	1759982014425	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1578	END	1759982012783	1759982014426
REQUEST	1591		Get Accounts Request	1759982014286	1759982014427	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1611	START	1759982014433	1759982014433
REQUEST	1580		Get Account Statement Request	1759982014327	1759982014462	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1580	END	1759982012876	1759982014462
REQUEST	1605		Login Request	1759982014127	1759982014465	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1612	START	1759982014479	1759982014479
REQUEST	1593		Get Accounts Request	1759982014376	1759982014515	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1613	START	1759982014526	1759982014526
REQUEST	1582		Get Account Statement Request	1759982014419	1759982014552	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1582	END	1759982012984	1759982014553
REQUEST	1606		Login Request	1759982014176	1759982014559	OK	 
REQUEST	1581		Get Account Statement Request	1759982014419	1759982014562	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1581	END	1759982012926	1759982014562
USER	Account Statements Test - 200 Usuarios Simultáneos	1614	START	1759982014576	1759982014576
REQUEST	1594		Get Accounts Request	1759982014433	1759982014579	OK	 
REQUEST	1607		Login Request	1759982014236	1759982014612	OK	 
REQUEST	1595		Get Accounts Request	1759982014480	1759982014620	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1615	START	1759982014632	1759982014632
REQUEST	1609		Login Request	1759982014327	1759982014662	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1616	START	1759982014679	1759982014679
REQUEST	1608		Login Request	1759982014282	1759982014680	OK	 
REQUEST	1596		Get Accounts Request	1759982014541	1759982014685	OK	 
REQUEST	1584		Get Account Statement Request	1759982014576	1759982014721	OK	 
REQUEST	1598		Get Accounts Request	1759982014586	1759982014721	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1584	END	1759982013076	1759982014722
USER	Account Statements Test - 200 Usuarios Simultáneos	1617	START	1759982014726	1759982014726
REQUEST	1583		Get Account Statement Request	1759982014576	1759982014731	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1583	END	1759982013030	1759982014731
REQUEST	1610		Login Request	1759982014376	1759982014754	OK	 
REQUEST	1612		Login Request	1759982014480	1759982014760	OK	 
REQUEST	1611		Login Request	1759982014434	1759982014765	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1618	START	1759982014786	1759982014786
REQUEST	1597		Get Accounts Request	1759982014636	1759982014790	OK	 
REQUEST	1586		Get Account Statement Request	1759982014666	1759982014807	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1586	END	1759982013183	1759982014807
REQUEST	1613		Login Request	1759982014526	1759982014817	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1619	START	1759982014831	1759982014831
REQUEST	1585		Get Account Statement Request	1759982014679	1759982014833	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1585	END	1759982013126	1759982014833
USER	Account Statements Test - 200 Usuarios Simultáneos	1620	START	1759982014878	1759982014878
REQUEST	1599		Get Accounts Request	1759982014726	1759982014888	OK	 
REQUEST	1615		Login Request	1759982014633	1759982014925	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1621	START	1759982014926	1759982014926
REQUEST	1587		Get Account Statement Request	1759982014786	1759982014941	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1587	END	1759982013230	1759982014941
REQUEST	1600		Get Accounts Request	1759982014786	1759982014943	OK	 
REQUEST	1590		Get Account Statement Request	1759982014816	1759982014945	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1590	END	1759982013384	1759982014946
REQUEST	1614		Login Request	1759982014576	1759982014957	OK	 
REQUEST	1603		Get Accounts Request	1759982014836	1759982014965	OK	 
REQUEST	1601		Get Accounts Request	1759982014816	1759982014967	OK	 
REQUEST	1589		Get Account Statement Request	1759982014836	1759982014982	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1589	END	1759982013326	1759982014982
USER	Account Statements Test - 200 Usuarios Simultáneos	1622	START	1759982014985	1759982014985
REQUEST	1588		Get Account Statement Request	1759982014847	1759982015002	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1588	END	1759982013277	1759982015003
REQUEST	1602		Get Accounts Request	1759982014878	1759982015030	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1623	START	1759982015031	1759982015031
REQUEST	1616		Login Request	1759982014679	1759982015060	OK	 
REQUEST	1591		Get Account Statement Request	1759982014926	1759982015070	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1591	END	1759982013430	1759982015071
REQUEST	1604		Get Accounts Request	1759982014926	1759982015072	OK	 
REQUEST	1592		Get Account Statement Request	1759982014925	1759982015072	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1592	END	1759982013476	1759982015072
REQUEST	1617		Login Request	1759982014726	1759982015074	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1624	START	1759982015077	1759982015077
REQUEST	1605		Get Accounts Request	1759982014970	1759982015114	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1625	START	1759982015126	1759982015126
REQUEST	1619		Login Request	1759982014832	1759982015161	OK	 
REQUEST	1618		Login Request	1759982014786	1759982015166	OK	 
REQUEST	1620		Login Request	1759982014878	1759982015170	OK	 
REQUEST	1593		Get Account Statement Request	1759982015031	1759982015173	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1593	END	1759982013535	1759982015173
USER	Account Statements Test - 200 Usuarios Simultáneos	1626	START	1759982015184	1759982015184
REQUEST	1594		Get Account Statement Request	1759982015077	1759982015216	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1594	END	1759982013582	1759982015217
REQUEST	1606		Get Accounts Request	1759982015077	1759982015227	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1627	START	1759982015231	1759982015231
REQUEST	1595		Get Account Statement Request	1759982015126	1759982015265	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1595	END	1759982013628	1759982015265
REQUEST	1622		Login Request	1759982014985	1759982015269	OK	 
REQUEST	1621		Login Request	1759982014926	1759982015278	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1628	START	1759982015278	1759982015278
REQUEST	1607		Get Accounts Request	1759982015126	1759982015283	OK	 
REQUEST	1609		Get Accounts Request	1759982015169	1759982015312	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1629	START	1759982015326	1759982015326
REQUEST	1596		Get Account Statement Request	1759982015186	1759982015327	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1596	END	1759982013676	1759982015327
REQUEST	1598		Get Account Statement Request	1759982015217	1759982015350	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1598	END	1759982013783	1759982015350
REQUEST	1608		Get Accounts Request	1759982015200	1759982015360	OK	 
REQUEST	1623		Login Request	1759982015032	1759982015376	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1630	START	1759982015385	1759982015385
REQUEST	1625		Login Request	1759982015126	1759982015412	OK	 
REQUEST	1610		Get Accounts Request	1759982015262	1759982015412	OK	 
REQUEST	1624		Login Request	1759982015078	1759982015414	OK	 
REQUEST	1612		Get Accounts Request	1759982015278	1759982015416	OK	 
REQUEST	1611		Get Accounts Request	1759982015278	1759982015424	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1631	START	1759982015430	1759982015430
REQUEST	1597		Get Account Statement Request	1759982015296	1759982015450	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1597	END	1759982013736	1759982015451
REQUEST	1613		Get Accounts Request	1759982015338	1759982015467	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1632	START	1759982015477	1759982015477
USER	Account Statements Test - 200 Usuarios Simultáneos	1633	START	1759982015526	1759982015526
REQUEST	1599		Get Account Statement Request	1759982015386	1759982015541	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1599	END	1759982013828	1759982015541
REQUEST	1615		Get Accounts Request	1759982015431	1759982015561	OK	 
REQUEST	1626		Login Request	1759982015185	1759982015569	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1634	START	1759982015585	1759982015585
REQUEST	1603		Get Account Statement Request	1759982015466	1759982015593	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1603	END	1759982014033	1759982015594
REQUEST	1600		Get Account Statement Request	1759982015446	1759982015607	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1600	END	1759982013876	1759982015607
REQUEST	1601		Get Account Statement Request	1759982015477	1759982015632	OK	 
REQUEST	1614		Get Accounts Request	1759982015477	1759982015632	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1601	END	1759982013926	1759982015633
USER	Account Statements Test - 200 Usuarios Simultáneos	1635	START	1759982015632	1759982015632
REQUEST	1629		Login Request	1759982015326	1759982015660	OK	 
REQUEST	1628		Login Request	1759982015279	1759982015669	OK	 
REQUEST	1602		Get Account Statement Request	1759982015526	1759982015676	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1602	END	1759982013985	1759982015676
USER	Account Statements Test - 200 Usuarios Simultáneos	1636	START	1759982015678	1759982015678
REQUEST	1627		Login Request	1759982015231	1759982015711	OK	 
REQUEST	1616		Get Accounts Request	1759982015570	1759982015724	OK	 
REQUEST	1617		Get Accounts Request	1759982015586	1759982015724	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1637	START	1759982015726	1759982015726
REQUEST	1604		Get Account Statement Request	1759982015586	1759982015731	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1604	END	1759982014080	1759982015732
REQUEST	1632		Login Request	1759982015478	1759982015763	OK	 
REQUEST	1630		Login Request	1759982015385	1759982015765	OK	 
REQUEST	1631		Login Request	1759982015431	1759982015771	OK	 
REQUEST	1605		Get Account Statement Request	1759982015632	1759982015776	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1605	END	1759982014127	1759982015777
USER	Account Statements Test - 200 Usuarios Simultáneos	1638	START	1759982015784	1759982015784
REQUEST	1633		Login Request	1759982015526	1759982015819	OK	 
REQUEST	1619		Get Accounts Request	1759982015678	1759982015822	OK	 
REQUEST	1620		Get Accounts Request	1759982015694	1759982015826	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1639	START	1759982015830	1759982015830
REQUEST	1618		Get Accounts Request	1759982015678	1759982015832	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1640	START	1759982015876	1759982015876
REQUEST	1606		Get Account Statement Request	1759982015726	1759982015879	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1606	END	1759982014176	1759982015879
REQUEST	1622		Get Accounts Request	1759982015786	1759982015917	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1641	START	1759982015926	1759982015926
REQUEST	1621		Get Accounts Request	1759982015786	1759982015932	OK	 
REQUEST	1607		Get Account Statement Request	1759982015786	1759982015943	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1607	END	1759982014235	1759982015943
REQUEST	1609		Get Account Statement Request	1759982015830	1759982015974	OK	 
REQUEST	1635		Login Request	1759982015633	1759982015974	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1609	END	1759982014327	1759982015974
REQUEST	1634		Login Request	1759982015586	1759982015975	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1642	START	1759982015983	1759982015983
REQUEST	1608		Get Account Statement Request	1759982015861	1759982016016	OK	 
REQUEST	1637		Login Request	1759982015726	1759982016016	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1608	END	1759982014281	1759982016016
REQUEST	1636		Login Request	1759982015678	1759982016020	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1643	START	1759982016029	1759982016029
REQUEST	1623		Get Accounts Request	1759982015891	1759982016031	OK	 
REQUEST	1612		Get Account Statement Request	1759982015907	1759982016036	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1612	END	1759982014479	1759982016037
REQUEST	1625		Get Accounts Request	1759982015923	1759982016051	OK	 
REQUEST	1624		Get Accounts Request	1759982015923	1759982016070	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1644	START	1759982016076	1759982016076
REQUEST	1611		Get Account Statement Request	1759982015926	1759982016077	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1611	END	1759982014433	1759982016077
REQUEST	1610		Get Account Statement Request	1759982015923	1759982016078	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1610	END	1759982014376	1759982016078
REQUEST	1613		Get Account Statement Request	1759982015968	1759982016096	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1613	END	1759982014526	1759982016097
USER	Account Statements Test - 200 Usuarios Simultáneos	1645	START	1759982016126	1759982016126
REQUEST	1638		Login Request	1759982015785	1759982016130	OK	 
REQUEST	1639		Login Request	1759982015831	1759982016162	OK	 
REQUEST	1640		Login Request	1759982015877	1759982016170	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1646	START	1759982016184	1759982016184
REQUEST	1615		Get Account Statement Request	1759982016076	1759982016207	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1615	END	1759982014632	1759982016208
REQUEST	1626		Get Accounts Request	1759982016076	1759982016226	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1647	START	1759982016229	1759982016229
USER	Account Statements Test - 200 Usuarios Simultáneos	1648	START	1759982016276	1759982016276
REQUEST	1614		Get Account Statement Request	1759982016123	1759982016279	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1614	END	1759982014576	1759982016279
REQUEST	1641		Login Request	1759982015926	1759982016305	OK	 
REQUEST	1629		Get Accounts Request	1759982016169	1759982016311	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1649	START	1759982016326	1759982016326
REQUEST	1642		Login Request	1759982015984	1759982016327	OK	 
REQUEST	1628		Get Accounts Request	1759982016186	1759982016342	OK	 
REQUEST	1617		Get Account Statement Request	1759982016216	1759982016360	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1617	END	1759982014726	1759982016361
REQUEST	1616		Get Account Statement Request	1759982016216	1759982016365	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1616	END	1759982014679	1759982016365
REQUEST	1643		Login Request	1759982016030	1759982016369	OK	 
REQUEST	1644		Login Request	1759982016076	1759982016369	OK	 
REQUEST	1627		Get Accounts Request	1759982016229	1759982016375	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1650	START	1759982016384	1759982016384
REQUEST	1632		Get Accounts Request	1759982016276	1759982016404	OK	 
REQUEST	1630		Get Accounts Request	1759982016276	1759982016429	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1651	START	1759982016430	1759982016430
REQUEST	1631		Get Accounts Request	1759982016291	1759982016433	OK	 
REQUEST	1620		Get Account Statement Request	1759982016322	1759982016460	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1620	END	1759982014878	1759982016460
REQUEST	1619		Get Account Statement Request	1759982016326	1759982016471	OK	 
REQUEST	1645		Login Request	1759982016126	1759982016471	OK	 
REQUEST	1633		Get Accounts Request	1759982016338	1759982016471	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1619	END	1759982014831	1759982016471
USER	Account Statements Test - 200 Usuarios Simultáneos	1652	START	1759982016476	1759982016476
REQUEST	1618		Get Account Statement Request	1759982016338	1759982016492	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1618	END	1759982014786	1759982016493
REQUEST	1647		Login Request	1759982016230	1759982016516	OK	 
REQUEST	1646		Login Request	1759982016184	1759982016520	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1653	START	1759982016526	1759982016526
REQUEST	1622		Get Account Statement Request	1759982016416	1759982016545	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1622	END	1759982014985	1759982016545
USER	Account Statements Test - 200 Usuarios Simultáneos	1654	START	1759982016584	1759982016584
REQUEST	1621		Get Account Statement Request	1759982016447	1759982016589	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1621	END	1759982014926	1759982016589
REQUEST	1649		Login Request	1759982016326	1759982016613	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1655	START	1759982016630	1759982016630
REQUEST	1635		Get Accounts Request	1759982016491	1759982016635	OK	 
REQUEST	1634		Get Accounts Request	1759982016491	1759982016643	OK	 
REQUEST	1637		Get Accounts Request	1759982016522	1759982016650	OK	 
REQUEST	1648		Login Request	1759982016276	1759982016663	OK	 
REQUEST	1636		Get Accounts Request	1759982016537	1759982016675	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1656	START	1759982016677	1759982016677
REQUEST	1623		Get Account Statement Request	1759982016537	1759982016683	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1623	END	1759982015031	1759982016683
REQUEST	1625		Get Account Statement Request	1759982016556	1759982016691	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1625	END	1759982015126	1759982016692
REQUEST	1624		Get Account Statement Request	1759982016584	1759982016721	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1624	END	1759982015077	1759982016721
REQUEST	1650		Login Request	1759982016384	1759982016722	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1657	START	1759982016726	1759982016726
REQUEST	1652		Login Request	1759982016477	1759982016781	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1658	START	1759982016784	1759982016784
REQUEST	1638		Get Accounts Request	1759982016646	1759982016789	OK	 
REQUEST	1651		Login Request	1759982016430	1759982016805	OK	 
REQUEST	1639		Get Accounts Request	1759982016677	1759982016820	OK	 
REQUEST	1640		Get Accounts Request	1759982016693	1759982016825	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1659	START	1759982016830	1759982016830
USER	Account Statements Test - 200 Usuarios Simultáneos	1660	START	1759982016876	1759982016876
REQUEST	1653		Login Request	1759982016527	1759982016901	OK	 
REQUEST	1626		Get Account Statement Request	1759982016738	1759982016916	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1626	END	1759982015184	1759982016917
REQUEST	1654		Login Request	1759982016585	1759982016920	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1661	START	1759982016926	1759982016926
REQUEST	1655		Login Request	1759982016631	1759982016927	OK	 
REQUEST	1629		Get Account Statement Request	1759982016830	1759982016972	OK	 
REQUEST	1641		Get Accounts Request	1759982016815	1759982016972	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1629	END	1759982015326	1759982016972
USER	Account Statements Test - 200 Usuarios Simultáneos	1662	START	1759982016976	1759982016976
REQUEST	1642		Get Accounts Request	1759982016846	1759982016989	OK	 
REQUEST	1628		Get Account Statement Request	1759982016846	1759982017005	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1628	END	1759982015278	1759982017005
REQUEST	1656		Login Request	1759982016677	1759982017009	OK	 
REQUEST	1627		Get Account Statement Request	1759982016876	1759982017022	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1627	END	1759982015231	1759982017023
REQUEST	1644		Get Accounts Request	1759982016892	1759982017024	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1663	START	1759982017032	1759982017032
REQUEST	1643		Get Accounts Request	1759982016892	1759982017033	OK	 
REQUEST	1632		Get Account Statement Request	1759982016908	1759982017039	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1632	END	1759982015477	1759982017039
REQUEST	1657		Login Request	1759982016726	1759982017054	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1664	START	1759982017077	1759982017077
REQUEST	1630		Get Account Statement Request	1759982016926	1759982017082	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1630	END	1759982015385	1759982017082
REQUEST	1631		Get Account Statement Request	1759982016940	1759982017085	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1631	END	1759982015430	1759982017085
REQUEST	1633		Get Account Statement Request	1759982016976	1759982017105	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1633	END	1759982015526	1759982017105
REQUEST	1659		Login Request	1759982016830	1759982017120	OK	 
REQUEST	1658		Login Request	1759982016784	1759982017124	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1665	START	1759982017126	1759982017126
REQUEST	1645		Get Accounts Request	1759982016987	1759982017130	OK	 
REQUEST	1647		Get Accounts Request	1759982017032	1759982017168	OK	 
REQUEST	1646		Get Accounts Request	1759982017033	1759982017178	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1666	START	1759982017186	1759982017186
REQUEST	1661		Login Request	1759982016926	1759982017212	OK	 
REQUEST	1660		Login Request	1759982016877	1759982017212	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1667	START	1759982017233	1759982017233
REQUEST	1649		Get Accounts Request	1759982017124	1759982017257	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1668	START	1759982017279	1759982017279
REQUEST	1635		Get Account Statement Request	1759982017155	1759982017299	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1635	END	1759982015632	1759982017300
REQUEST	1637		Get Account Statement Request	1759982017170	1759982017303	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1637	END	1759982015726	1759982017304
REQUEST	1634		Get Account Statement Request	1759982017155	1759982017311	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1634	END	1759982015585	1759982017312
REQUEST	1662		Login Request	1759982016976	1759982017317	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1669	START	1759982017326	1759982017326
REQUEST	1648		Get Accounts Request	1759982017170	1759982017327	OK	 
REQUEST	1636		Get Account Statement Request	1759982017186	1759982017329	OK	 
REQUEST	1663		Login Request	1759982017032	1759982017329	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1636	END	1759982015678	1759982017330
REQUEST	1650		Get Accounts Request	1759982017233	1759982017375	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1670	START	1759982017376	1759982017376
REQUEST	1652		Get Accounts Request	1759982017294	1759982017425	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1671	START	1759982017434	1759982017434
REQUEST	1638		Get Account Statement Request	1759982017296	1759982017446	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1638	END	1759982015784	1759982017446
REQUEST	1640		Get Account Statement Request	1759982017325	1759982017453	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1640	END	1759982015876	1759982017453
REQUEST	1639		Get Account Statement Request	1759982017326	1759982017465	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1639	END	1759982015830	1759982017466
REQUEST	1651		Get Accounts Request	1759982017325	1759982017476	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1672	START	1759982017479	1759982017479
USER	Account Statements Test - 200 Usuarios Simultáneos	1673	START	1759982017526	1759982017526
REQUEST	1653		Get Accounts Request	1759982017419	1759982017564	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1674	START	1759982017576	1759982017576
REQUEST	1654		Get Accounts Request	1759982017434	1759982017578	OK	 
REQUEST	1655		Get Accounts Request	1759982017450	1759982017581	OK	 
REQUEST	1666		Login Request	1759982017186	1759982017581	OK	 
REQUEST	1667		Login Request	1759982017233	1759982017622	OK	 
REQUEST	1668		Login Request	1759982017280	1759982017622	OK	 
REQUEST	1641		Get Account Statement Request	1759982017466	1759982017624	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1641	END	1759982015926	1759982017625
USER	Account Statements Test - 200 Usuarios Simultáneos	1675	START	1759982017634	1759982017634
REQUEST	1642		Get Account Statement Request	1759982017496	1759982017637	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1642	END	1759982015983	1759982017638
REQUEST	1644		Get Account Statement Request	1759982017525	1759982017655	OK	 
USER	Account Statements Test - 200 Usuarios Simultáneos	1644	END	1759982016076	1759982017655
