ASSERTION	AAEDAAECAQAAAAAAAECfQA==
ASSERTION	AAEDAAEBAQAAAAAAAIizQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.LoginTest	logintest	1759980374664	 	3.3.1
REQUEST	748		Login Request	1759980404436	1759980404813	OK	 
USER	Login Test - Carga Pico	748	END	1759980404435	1759980404813
REQUEST	764		Login Request	1759980404484	1759980404815	OK	 
USER	Login Test - Carga Pico	764	END	1759980404483	1759980404816
REQUEST	749		Login Request	1759980404499	1759980404827	OK	 
USER	Login Test - Carga Normal	749	END	1759980404499	1759980404828
USER	Login Test - Carga Normal	754	START	1759980404835	1759980404835
REQUEST	766		Login Request	1759980404561	1759980404847	OK	 
USER	Login Test - Carga Pico	766	END	1759980404560	1759980404847
USER	Login Test - Carga Pico	773	START	1759980404851	1759980404851
REQUEST	765		Login Request	1759980404515	1759980404856	OK	 
USER	Login Test - Carga Pico	765	END	1759980404514	1759980404856
USER	Login Test - Carga Pico	774	START	1759980404884	1759980404884
USER	Login Test - Carga Normal	755	START	1759980404897	1759980404897
REQUEST	750		Login Request	1759980404565	1759980404916	OK	 
USER	Login Test - Carga Normal	750	END	1759980404564	1759980404917
REQUEST	767		Login Request	1759980404595	1759980404926	OK	 
USER	Login Test - Carga Pico	767	END	1759980404594	1759980404926
USER	Login Test - Carga Pico	775	START	1759980404944	1759980404944
USER	Login Test - Carga Normal	756	START	1759980404975	1759980404975
USER	Login Test - Carga Pico	776	START	1759980404975	1759980404975
REQUEST	770		Login Request	1759980404728	1759980405005	OK	 
USER	Login Test - Carga Pico	770	END	1759980404727	1759980405005
REQUEST	751		Login Request	1759980404637	1759980405010	OK	 
USER	Login Test - Carga Normal	751	END	1759980404637	1759980405011
REQUEST	768		Login Request	1759980404637	1759980405015	OK	 
USER	Login Test - Carga Pico	768	END	1759980404637	1759980405016
USER	Login Test - Carga Pico	777	START	1759980405020	1759980405020
REQUEST	769		Login Request	1759980404685	1759980405030	OK	 
USER	Login Test - Carga Pico	769	END	1759980404684	1759980405031
USER	Login Test - Carga Normal	757	START	1759980405036	1759980405036
REQUEST	771		Login Request	1759980404765	1759980405043	OK	 
USER	Login Test - Carga Pico	771	END	1759980404764	1759980405044
USER	Login Test - Carga Pico	778	START	1759980405054	1759980405054
REQUEST	752		Login Request	1759980404698	1759980405079	OK	 
USER	Login Test - Carga Normal	752	END	1759980404697	1759980405080
USER	Login Test - Carga Pico	779	START	1759980405097	1759980405097
USER	Login Test - Carga Normal	758	START	1759980405097	1759980405097
REQUEST	772		Login Request	1759980404806	1759980405139	OK	 
USER	Login Test - Carga Pico	772	END	1759980404805	1759980405139
USER	Login Test - Carga Pico	780	START	1759980405144	1759980405144
REQUEST	753		Login Request	1759980404765	1759980405147	OK	 
USER	Login Test - Carga Normal	753	END	1759980404764	1759980405147
USER	Login Test - Carga Normal	759	START	1759980405174	1759980405174
REQUEST	774		Login Request	1759980404885	1759980405184	OK	 
USER	Login Test - Carga Pico	774	END	1759980404884	1759980405184
USER	Login Test - Carga Pico	781	START	1759980405190	1759980405190
REQUEST	754		Login Request	1759980404837	1759980405213	OK	 
USER	Login Test - Carga Normal	754	END	1759980404835	1759980405213
USER	Login Test - Carga Pico	782	START	1759980405224	1759980405224
REQUEST	773		Login Request	1759980404852	1759980405226	OK	 
USER	Login Test - Carga Pico	773	END	1759980404851	1759980405227
REQUEST	775		Login Request	1759980404944	1759980405228	OK	 
USER	Login Test - Carga Pico	775	END	1759980404944	1759980405229
USER	Login Test - Carga Normal	760	START	1759980405237	1759980405237
USER	Login Test - Carga Pico	783	START	1759980405268	1759980405268
REQUEST	776		Login Request	1759980404975	1759980405269	OK	 
USER	Login Test - Carga Pico	776	END	1759980404975	1759980405270
REQUEST	755		Login Request	1759980404897	1759980405276	OK	 
USER	Login Test - Carga Normal	755	END	1759980404897	1759980405277
USER	Login Test - Carga Normal	761	START	1759980405298	1759980405298
USER	Login Test - Carga Pico	784	START	1759980405314	1759980405314
USER	Login Test - Carga Pico	785	START	1759980405344	1759980405344
REQUEST	756		Login Request	1759980404975	1759980405350	OK	 
USER	Login Test - Carga Normal	756	END	1759980404975	1759980405350
USER	Login Test - Carga Normal	762	START	1759980405364	1759980405364
REQUEST	778		Login Request	1759980405055	1759980405378	OK	 
USER	Login Test - Carga Pico	778	END	1759980405054	1759980405379
USER	Login Test - Carga Pico	786	START	1759980405390	1759980405390
REQUEST	777		Login Request	1759980405020	1759980405399	OK	 
USER	Login Test - Carga Pico	777	END	1759980405020	1759980405400
REQUEST	757		Login Request	1759980405036	1759980405417	OK	 
USER	Login Test - Carga Normal	757	END	1759980405036	1759980405418
REQUEST	758		Login Request	1759980405098	1759980405435	OK	 
USER	Login Test - Carga Normal	758	END	1759980405097	1759980405435
REQUEST	780		Login Request	1759980405144	1759980405435	OK	 
USER	Login Test - Carga Normal	763	START	1759980405436	1759980405436
USER	Login Test - Carga Pico	787	START	1759980405436	1759980405436
USER	Login Test - Carga Pico	780	END	1759980405144	1759980405436
REQUEST	779		Login Request	1759980405098	1759980405437	OK	 
USER	Login Test - Carga Pico	779	END	1759980405097	1759980405438
USER	Login Test - Carga Pico	802	START	1759980405453	1759980405453
USER	Login Test - Carga Normal	788	START	1759980405484	1759980405484
USER	Login Test - Carga Pico	803	START	1759980405497	1759980405497
REQUEST	759		Login Request	1759980405175	1759980405514	OK	 
USER	Login Test - Carga Normal	759	END	1759980405174	1759980405514
USER	Login Test - Carga Pico	804	START	1759980405541	1759980405541
USER	Login Test - Carga Normal	789	START	1759980405544	1759980405544
USER	Login Test - Carga Pico	805	START	1759980405574	1759980405574
REQUEST	760		Login Request	1759980405237	1759980405578	OK	 
USER	Login Test - Carga Normal	760	END	1759980405237	1759980405579
REQUEST	781		Login Request	1759980405190	1759980405588	OK	 
USER	Login Test - Carga Pico	781	END	1759980405190	1759980405589
REQUEST	782		Login Request	1759980405225	1759980405608	OK	 
USER	Login Test - Carga Pico	782	END	1759980405224	1759980405609
USER	Login Test - Carga Pico	806	START	1759980405619	1759980405619
USER	Login Test - Carga Normal	790	START	1759980405619	1759980405619
REQUEST	761		Login Request	1759980405299	1759980405634	OK	 
USER	Login Test - Carga Normal	761	END	1759980405298	1759980405635
REQUEST	762		Login Request	1759980405365	1759980405638	OK	 
USER	Login Test - Carga Normal	762	END	1759980405364	1759980405639
REQUEST	784		Login Request	1759980405314	1759980405646	OK	 
REQUEST	783		Login Request	1759980405268	1759980405646	OK	 
USER	Login Test - Carga Pico	784	END	1759980405314	1759980405646
USER	Login Test - Carga Pico	783	END	1759980405268	1759980405646
USER	Login Test - Carga Pico	807	START	1759980405654	1759980405654
USER	Login Test - Carga Normal	791	START	1759980405685	1759980405685
REQUEST	785		Login Request	1759980405345	1759980405686	OK	 
USER	Login Test - Carga Pico	785	END	1759980405344	1759980405687
REQUEST	786		Login Request	1759980405390	1759980405690	OK	 
USER	Login Test - Carga Pico	786	END	1759980405390	1759980405691
USER	Login Test - Carga Pico	808	START	1759980405698	1759980405698
REQUEST	787		Login Request	1759980405436	1759980405726	OK	 
USER	Login Test - Carga Pico	787	END	1759980405436	1759980405727
USER	Login Test - Carga Pico	809	START	1759980405743	1759980405743
USER	Login Test - Carga Normal	792	START	1759980405744	1759980405744
REQUEST	763		Login Request	1759980405436	1759980405772	OK	 
USER	Login Test - Carga Normal	763	END	1759980405436	1759980405772
USER	Login Test - Carga Pico	810	START	1759980405774	1759980405774
REQUEST	788		Login Request	1759980405485	1759980405785	OK	 
USER	Login Test - Carga Normal	788	END	1759980405484	1759980405785
REQUEST	701		Login Request	1759980403025	1759980405794	OK	 
USER	Login Test - Carga Pico	701	END	1759980403024	1759980405794
REQUEST	802		Login Request	1759980405453	1759980405797	OK	 
USER	Login Test - Carga Pico	802	END	1759980405453	1759980405797
REQUEST	803		Login Request	1759980405497	1759980405814	OK	 
USER	Login Test - Carga Pico	803	END	1759980405497	1759980405815
USER	Login Test - Carga Normal	793	START	1759980405819	1759980405819
USER	Login Test - Carga Pico	811	START	1759980405819	1759980405819
REQUEST	789		Login Request	1759980405545	1759980405839	OK	 
USER	Login Test - Carga Normal	789	END	1759980405544	1759980405839
USER	Login Test - Carga Pico	812	START	1759980405854	1759980405854
REQUEST	804		Login Request	1759980405541	1759980405880	OK	 
USER	Login Test - Carga Pico	804	END	1759980405541	1759980405880
USER	Login Test - Carga Normal	794	START	1759980405884	1759980405884
USER	Login Test - Carga Pico	813	START	1759980405896	1759980405896
REQUEST	805		Login Request	1759980405575	1759980405901	OK	 
USER	Login Test - Carga Pico	805	END	1759980405574	1759980405902
USER	Login Test - Carga Pico	814	START	1759980405941	1759980405941
USER	Login Test - Carga Normal	795	START	1759980405944	1759980405944
REQUEST	790		Login Request	1759980405620	1759980405959	OK	 
USER	Login Test - Carga Normal	790	END	1759980405619	1759980405959
REQUEST	806		Login Request	1759980405620	1759980405960	OK	 
USER	Login Test - Carga Pico	806	END	1759980405619	1759980405960
REQUEST	807		Login Request	1759980405655	1759980405962	OK	 
USER	Login Test - Carga Pico	807	END	1759980405654	1759980405963
USER	Login Test - Carga Pico	815	START	1759980405974	1759980405974
USER	Login Test - Carga Normal	796	START	1759980406018	1759980406018
USER	Login Test - Carga Pico	816	START	1759980406018	1759980406018
REQUEST	791		Login Request	1759980405686	1759980406024	OK	 
USER	Login Test - Carga Normal	791	END	1759980405685	1759980406024
REQUEST	792		Login Request	1759980405745	1759980406028	OK	 
USER	Login Test - Carga Normal	792	END	1759980405744	1759980406028
REQUEST	809		Login Request	1759980405743	1759980406035	OK	 
USER	Login Test - Carga Pico	809	END	1759980405743	1759980406035
USER	Login Test - Carga Pico	817	START	1759980406064	1759980406064
USER	Login Test - Carga Normal	797	START	1759980406094	1759980406094
USER	Login Test - Carga Pico	818	START	1759980406094	1759980406094
USER	Login Test - Carga Pico	819	START	1759980406141	1759980406141
USER	Login Test - Carga Normal	798	START	1759980406144	1759980406144
REQUEST	810		Login Request	1759980405775	1759980406148	OK	 
USER	Login Test - Carga Pico	810	END	1759980405774	1759980406149
REQUEST	808		Login Request	1759980405698	1759980406163	OK	 
USER	Login Test - Carga Pico	808	END	1759980405698	1759980406164
USER	Login Test - Carga Pico	820	START	1759980406174	1759980406174
REQUEST	812		Login Request	1759980405855	1759980406183	OK	 
USER	Login Test - Carga Pico	812	END	1759980405854	1759980406183
REQUEST	811		Login Request	1759980405820	1759980406191	OK	 
REQUEST	793		Login Request	1759980405820	1759980406191	OK	 
USER	Login Test - Carga Pico	811	END	1759980405819	1759980406192
USER	Login Test - Carga Normal	793	END	1759980405819	1759980406192
REQUEST	606		Login Request	1759980400731	1759980406207	OK	 
USER	Login Test - Carga Normal	606	END	1759980400731	1759980406208
USER	Login Test - Carga Pico	821	START	1759980406220	1759980406220
USER	Login Test - Carga Normal	799	START	1759980406220	1759980406220
REQUEST	794		Login Request	1759980405885	1759980406254	OK	 
USER	Login Test - Carga Normal	794	END	1759980405884	1759980406254
USER	Login Test - Carga Pico	822	START	1759980406254	1759980406254
USER	Login Test - Carga Normal	800	START	1759980406284	1759980406284
REQUEST	795		Login Request	1759980405945	1759980406286	OK	 
USER	Login Test - Carga Normal	795	END	1759980405944	1759980406287
REQUEST	814		Login Request	1759980405942	1759980406293	OK	 
USER	Login Test - Carga Pico	814	END	1759980405941	1759980406293
USER	Login Test - Carga Pico	823	START	1759980406297	1759980406297
REQUEST	813		Login Request	1759980405896	1759980406315	OK	 
USER	Login Test - Carga Pico	813	END	1759980405896	1759980406316
USER	Login Test - Carga Pico	824	START	1759980406342	1759980406342
USER	Login Test - Carga Normal	801	START	1759980406344	1759980406344
REQUEST	817		Login Request	1759980406064	1759980406345	OK	 
USER	Login Test - Carga Pico	817	END	1759980406064	1759980406346
REQUEST	815		Login Request	1759980405975	1759980406348	OK	 
USER	Login Test - Carga Pico	815	END	1759980405974	1759980406348
USER	Login Test - Carga Pico	825	START	1759980406374	1759980406374
REQUEST	816		Login Request	1759980406018	1759980406417	OK	 
USER	Login Test - Carga Pico	816	END	1759980406018	1759980406418
REQUEST	796		Login Request	1759980406018	1759980406421	OK	 
USER	Login Test - Carga Normal	796	END	1759980406018	1759980406421
REQUEST	818		Login Request	1759980406095	1759980406423	OK	 
USER	Login Test - Carga Pico	818	END	1759980406094	1759980406424
REQUEST	819		Login Request	1759980406141	1759980406475	OK	 
USER	Login Test - Carga Pico	819	END	1759980406141	1759980406476
REQUEST	797		Login Request	1759980406095	1759980406487	OK	 
USER	Login Test - Carga Normal	797	END	1759980406094	1759980406488
REQUEST	798		Login Request	1759980406145	1759980406529	OK	 
USER	Login Test - Carga Normal	798	END	1759980406144	1759980406530
REQUEST	820		Login Request	1759980406175	1759980406560	OK	 
USER	Login Test - Carga Pico	820	END	1759980406174	1759980406561
REQUEST	821		Login Request	1759980406221	1759980406564	OK	 
REQUEST	799		Login Request	1759980406221	1759980406564	OK	 
USER	Login Test - Carga Pico	821	END	1759980406220	1759980406564
USER	Login Test - Carga Normal	799	END	1759980406220	1759980406564
REQUEST	823		Login Request	1759980406297	1759980406609	OK	 
USER	Login Test - Carga Pico	823	END	1759980406297	1759980406610
REQUEST	800		Login Request	1759980406285	1759980406626	OK	 
USER	Login Test - Carga Normal	800	END	1759980406284	1759980406627
REQUEST	822		Login Request	1759980406255	1759980406656	OK	 
REQUEST	825		Login Request	1759980406375	1759980406656	OK	 
USER	Login Test - Carga Pico	822	END	1759980406254	1759980406657
USER	Login Test - Carga Pico	825	END	1759980406374	1759980406657
REQUEST	801		Login Request	1759980406345	1759980406660	OK	 
USER	Login Test - Carga Normal	801	END	1759980406344	1759980406660
REQUEST	824		Login Request	1759980406343	1759980406727	OK	 
USER	Login Test - Carga Pico	824	END	1759980406342	1759980406728
